When must the Product Owner participate in the Daily Scrum? (choose the best answer);"When the Product Owner is actively working on items on the Sprint Backlog; however, they participate as a Developer.";I;When the Product Owner needs to represent the stakeholders' point of view to the Developers.;H;When there are impediments to discuss.;H;When the Scrum Master asks the Product Owner to attend.;H;;;;;;;;;;;;
The Developers ask their Product Owner to re-order the Product Backlog. The team is waiting for an external supplier to deliver a component. Without that component there will not be enough work in the next Sprint to occupy the full team. As the Scrum Master, what advice would you give the Product Owner? (choose the best answer);Remind the Product Owner the their primary concern is the flow of value reflected in the ordering of the Product Backlog.;I;Tell the Product Owner that the Product Backlog should be ordered to maximize utilization of the Developers.;H;Tell the Product Owner to re-order the Product Backlog so the work involving the external component can be planned in a separate sprint.;I;;;;;;;;;;;;;;
In accordance with Scrum theory, how should a group of 100 people be divided into multiple Scrum Teams? (choose the best answer);Create a matrix of skills, seniority, and level of experience to assign people to teams.;H;Check with the allocation department to see who has worked together before and make these the first teams.;H;Understanding the product, the product vision and the rules of the Scrum framework, the people divide themselves into teams.;I;It does not really matter since you can rotate the teams every Sprint to spread knowledge;H;;;;;;;;;;;;
Who has the final say on the order of the Product Backlog? (choose the best answer);The Product Owner;I;The Development Team;H;The Stakeholders;H;The CEO;H;The Scrum Master;H;;;;;;;;;;
Who should make sure everyone on the Scrum Team does their tasks for the Sprint? (choose the best answer);The Project Manager;H;The Product Owner;H;The Scrum Master;H;The Scrum Team;I;All of the above;H;;;;;;;;;;
Which outcome is expected as a Scrum Team matures? (choose the best answer);They will improve their Definition of Done to include more stringent criteria;I;Sprint Reviews will no longer be needed.;H;The Sprint Retrospectives will grow to be longer than 4 hours.;H;There will be no need for a timeboxed Sprint.;H;A Scrum Master is no longer needed since they are a mature team now.;H;;;;;;;;;;
The timebox for the Sprint Planning event is? ;4 hours;H;Monthly;H;8 hours for a monthly sprint. For shorter Sprints it is usually shorter.;I;Whenever it is done.;H;;;;;;;;;;;;
At the seventh Sprint Review, the stakeholders are disappointed and angry. They have determined that the product or system being built will not meet their needs and will cost more than they are willing to spend. What factors likely led to this? (choose the best two answers);The stakeholders were not allowed to prioritize Product Backlog items.;H;The Project Management Office (PMO) has not been engaged adequately.;H;The stakeholders have not been using the Sprint Reviews to inspect and evaluate progress.;I;The Product Owner has not been keeping the stakeholders aware of the progress of the project.;I;;;;;;;;;;;;
If burndown charts are used to visualize progress, what do they track? (choose the best answer);Work remaining across time.;I;Accumulated cost.;H;Accumulated business value delivered to the customer.;H;Individual worker productivity.;H;;;;;;;;;;;;
Which are characteristics of the Daily Scrum? (choose the best two answer);It is free form and designed to promote conversation.;H;It is facilitated by the team lead.;H;It is held first thing in the morning.;H;It consists of the Scrum Master asking the team for status.;H;Its purpose is to inspect progress toward the Sprint Goal and adapt the Sprint Backlog;I;Its location and time remain constant.;I;;;;;;;;
What activities would a Product Owner typically undertake in the period between the end of the current Sprint and the start of the next sprint? (choose the best answer);Work with the Quality Assurance departments on the Increment of the current Sprint;H;Update the project plan with stakeholders;H;There are no such activities. The next Sprint starts immediately after the current Sprint.;I;Refine the Product Backlog;H;;;;;;;;;;;;
A Product Owner wants advice from the Scrum Master about estimating work in Scrum. What guidance should a Scrum Master give? (choose the best answer);Product Backlog items must be estimated in story points.;H;Estimates are made by the Product Owner, but are best checked with the Developers.;H;Estimates must be in relative units.;H;Scrum forbids estimating.;H;Estimates are made by the people doing the work.;I;;;;;;;;;;
Commitment is essential to achieve the benefits of Scrum. What actions demonstrate the commitment of Scrum Team members? (choose thebest two answers);Always deliver the items in the Sprint forecast.;H;Do your best work.;I;Help your fellow Scrum Team members.;I;Work late.;H;;;;;;;;;;;;
When is it most appropriate for a Scrum Team to change the Definition of Done? (choose the best answer);Prior to starting a new project;H;During Product Backlog refinement;H;During Sprint Planning;H;During the Sprint Retrospective;I;;;;;;;;;;;;
Why does a Development Team need a Sprint goal? (Choose the best answer);A Sprint Goal only gives purpose to Sprint 0.;H;The Development Team is more focused with a common yet specific goal.;I;A Sprint Goal ensures that all of the Product Backlog items selected for the Sprint are implemented.;H;Sprint Goals are not valuable. Everything is known from the Product Backlog.;H;;;;;;;;;;;;
How should Product Backlog items be chosen when multiple Scrum Teams work from the same Product Backlog? (choose the best answer);The Developers pull in work in agreement with the Product Owner;I;Each Scrum Team takes an equal number of items;H;The Product Owner decides;H;The Product Owner should provide each team with its own Product Backlog;H;The Scrum Team with the highest velocity pulls Product Backlog items first.;H;;;;;;;;;;
How much of the Sprint Backlog must be defined during the Sprint Planning event? (choose the best answer);The entire Sprint Backlog must be identified and estimated by the end of the Sprint Planning meeting.;H;Just enough to understand design and architectural implications.;H;Enough so the Development Team can create its best forecast of what it can do, and to start the first several days of the Sprint.;I;Just enough tasks for the Scrum Master to be confident in the Development Team's understanding of the Sprint.;H;;;;;;;;;;;;
What is the key concern when multiple Scrum Teams are working from the same Product Backlog? (choose the best answer);Maximizing velocity.;H;Meeting original scope projections.;H;Making sure there is enough work for everyone on each team.;H;Minimizing dependencies between teams.;H;Clear definition of requirements.;I;;;;;;;;;;
"Who creates the definition of ""Done""? (choose the best answer) ";The Scrum Master as he/she is responsible for the Development Team's productivity.;H;The Scrum Team, in a collaborative effort where the result is the common dominator of all members' definitions.;H;The Product Owner as he/she is responsible for the product's success.;H;The development organization (or Development Team if none is available from the development organization).;I;;;;;;;;;;;;
True or False: The Product Owner makes sure the Developers select enough from the Product Backlog for a Sprint to satisfy the stakeholders.;TRUE;H;FALSE;I;;;;;;;;;;;;;;;;
During the Sprint the Scrum Master's role is to do which two of the following: (choose the best two answers);Ensure the Product Owner attends all Scrum events.;H;Monitor the progress of the Development Team.;H;Escalate team conflicts to functional line managers.;H;Facilitate inspection and adaptation opportunities as requested or needed.;I;Assign tasks with the Scrum Team.;H;Remove impediments.;I;;;;;;;;
Which of the following are the Developers accountable for? (choose the best two answers);Selecting the Product Owner;H;Reporting productivity.;H;Creating a plan for the Sprint, the Sprint Backlog.;I;Organizing the work required to meet the print Goal.;I;;;;;;;;;;;;
Which phrase best describes a Product Owner? (Choose the best answer) ;Requirements engineer;H;Go-between for the Developers and the customers.;H;Value optimizer;I;Team manager;H;;;;;;;;;;;;
For which is the Scrum Master responsible? (choose the best answer);The Scrum framework being adopted and used properly.;I;The meetings and the objectives that a Scrum Team sets for itself.;H;Managing the performance of the Scrum Team.;H;Keeping track of resource allocation.;H;;;;;;;;;;;;
Which statement best describes a Product Owner's responsibility? (choose the best answer);Managing the project and ensuring that the work meets the commitments to the stakeholders.;H;Optimizing the value of the work the Development Team does.;I;Directing the Development Team.;H;Keeping stakeholders at bay.;H;;;;;;;;;;;;
"When many Development Teams are working on a single product, what best describes the definition of ""done""? (choose the best answer)";"All Development Teams must have a definition of ""done"" that makes their combined work potentially releasable.";I;Each Development Team defines and uses its own. The differences are discussed and reconciled during a hardening Sprint.;H;It depends.;H;Each Development Team uses its own but must make their definition clear to all other teams so the differences are known.;H;;;;;;;;;;;;
True or False: The purpose of a Sprint is to produce a valuable, useful Increment.;TRUE;I;FALSE;H;;;;;;;;;;;;;;;;
During the Sprint Retrospective a Scrum Team has identified several high priority process improvements. Which of the following statements is most accurate? (choose the best answer);The Scrum Master selects the most important process improvement and places it in the Sprint Backlog.;H;The Scrum Team should decline to add a process improvement to the Sprint Backlog when things are running smoothly.;H;The Scrum Team should choose at least one high priority process improvement to place in the Product Backlog.;H;The Scrum Team may add items to the Sprint Backlog for the next Sprint.;I;;;;;;;;;;;;
Who has the final decision about the order of items in the Product Backlog? (choose the best answer);The Scrum Master;H;The Stakeholders;H;The Scrum Team;H;The Developers;H;The Product Owner;I;;;;;;;;;;
Who does the work to make sure Product Backlog items conform to the Definition of Done? (choose the best answer);The Scrum Team;H;The Quality Assurance Team;H;The Developers;I;The Product Owner;H;The Scrum Master;H;;;;;;;;;;
During a Sprint Retrospective, for what is the Product Owner responsible? (choose the best answer);Capturing requirements for the Product Backlog.;H;Summarizing and reporting the discussions to the stakeholders that he/she represents in the Scrum Team.;H;Participating as a Scrum Team member.;I;The Product Owner should not take part in Sprint Retrospectives.;H;;;;;;;;;;;;
Who determines when it is appropriate to update the Sprint Backlog during a Sprint? (choose the best answer);The Scrum Team;H;The Project Manager;H;The Product Owner;H;The Developers;I;;;;;;;;;;;;
What are two ways that regulatory compliance issues are dealt with in Scrum? (choose the best two answers);They are added to the Product Backlog and addressed in early Sprints, while always requiring at least some business functionality, no matter how small.;I;They are addressed along with functional development of the product. ;I;They are addressed by a separate team who is responsible for compliance issues. ;H;They are discussed determined and documented before the actual feature development sprints.;H;;;;;;;;;;;;
The definition of Done serves which three purposes? (choose the best three answers);Increase transparency;I;Describe the purpose, objective, and timebox of each Scrum event;H;Create a shared understanding of when work is complete;I;Describe the work that must be done before the Sprint is allowed to end;H;Guide the Developers on how many Product Backlog items to select for the Sprint.;I;;;;;;;;;;
Which are NOT appropriate topics for discussions in a Sprint Retrospective? (choose the best two answers);"Definition of ""Done""";H;Team relations.;H;Arranging the Sprint Backlog for the next Sprint.;I;How the team does its work.;H;The value of work currently represented in the Product Backlog.;I;;;;;;;;;;
When might a Sprint be abnormally cancelled?;When it becomes clear that not everything will be finished by the end of the Sprint.;H;When the Development Team feels that the work is too hard.;H;When the sales department has an important new opportunity.;H;When the Sprint Goal becomes obsolete.;I;;;;;;;;;;;;
Which of the following are true about the Product Owner? (choose the best two answers);The Product Owner is one person.;I;The Scrum Team can have multiple Product Owners.;H;The Product Owner can be represented by a committee or a team of people.;H;The Product Owner is accountable for ordering the Product Backlog;I;;;;;;;;;;;;
Who is accountable for tracking the remaining work toward the Sprint Goal? (choose the best answer);The Developers;I;The Scrum Master;H;The Product Owner;H;The Project Manager;H;;;;;;;;;;;;
Who can abnormally terminate a Sprint? (Choose the best answer) ;The Stakeholders;H;The Product Owner;I;The Scrum Master;H;The Development Team or its members;H;;;;;;;;;;;;
Which answer best describes the topics covered in Sprint Planning? (choose the best answer);Who is on the team what team member roles will be;H;How conditions have changed and how the Product Backlog should evolve.;H;What to do and who will do it.;H;What can be done, how to do it, and why to do it.;I;What went wrong in the last Sprint and what to do differently this Sprint.;H;;;;;;;;;;
Which Scrum Value is affected by a lack of trust in Scrum Team? (choose the best answer);Focus;H;Respect;H;Openness;H;Courage;H;Commitment;H;All of the above;I;;;;;;;;
"True or False: Developers do not meet with stakeholders; only the Product Owner meets with stakeholders";TRUE;H;FALSE;I;;;;;;;;;;;;;;;;
Who should know the most about the progress toward a business objective or a release? (Choose the best answer);The Project Manager;H;The Scrum Master;H;The Development Team;H;The Product Owner;I;;;;;;;;;;;;
Which of the following is an example of an Increment? (choose the best answer);A plan for the overall product release;H;A mock-up of the product marketing materials;H;A design for the product;H;A product roll-out plan;H;A valuable, useful set of product features;I;All of the above;H;;;;;;;;
Which three behaviors demonstrate that a team is self-organizing? (choose the best three answers) ;Development Team members collaboratively selecting their own work during the Sprint.;I;The Development Team has all the skills needed to create a releasable Increment.;I;Stakeholders walking in at the Daily Scrum to check progress and work with the Scrum Master to optimize the functional scope for the Sprint.;H;The Product Owner doesn't need to be at Sprint Retrospective.;H;The Scrum Master is no longer needed.;H;The Development Team members are working within the boundaries of their functional description and nicely handing off work from analyst to developer to tester to integration.;H;The Development Team inviting external people to the Sprint Planning to ask them how to turn a Product Backlog item into an Increment via a complete and detailed Sprint Backlog.;H;"The Development Team creating their own Sprint Backlog, relecting all work that is part of the definition of ""Done"".";I;;;;
For which is the Scrum Master responsible? (choose the best answer);The Scrum framework being adopted and used properly.;I;The meetings and the objectives that a Scrum Team sets for itself.;H;Managing the performance of the Scrum Team.;H;Keeping track of resource allocation.;H;;;;;;;;;;;;
True or False: The Scrum Team should choose at least one high priority process improvement, identified during the Sprint Retrospective, and place it in the Product Backlog.;TRUE;H;FALSE;I;;;;;;;;;;;;;;;;
A Scrum Team is a cohesive unit of professionals that consists of which of the following? (choose all that apply);Users;H;One Product Owner;I;Customers.;H;Developers;I;One Scrum Master;I;;;;;;;;;;
Who is responsible for managing the progress of work during a Sprint? (choose the best answer);The most junior member of the Team.;H;The Product Owner.;H;The Development Team.;I;The Scrum Master.;H;;;;;;;;;;;;
How often should the Development Team membership change? (choose the best answer);As needed, with no special allowance for changes in productivity.;H;Never, because it reduces productivity.;H;As needed, while taking into account a short term reduction in productivity.;I;Every Sprint to promote shared learning.;H;;;;;;;;;;;;
A member of the Development Team takes the Scrum Master aside to concerns about data security issues. What should the SM do?  (choose the best answer);Ask the person to share the issue with the team as soon as possible.;I;Go check with the testers.;H;Create a Product Backlog item for security.;H;Tell the PO to stop further development of features until the issues are fixed.;H;"Add security to the definition of ""Done.";H;;;;;;;;;;
What are two effective ways for the Scrum Team to make non-functional requirements visible?;Run the integration and regression tests before the end of the Sprint, and capture the open work for the Sprint Backlog of the next Sprint.;H;Add them to the Product Backlog to ensure transparency;I;Put them on separate list on the Scrum board, available for all to see.;H;Add them to the Definition of Done so the work is taken care of every Sprint.;I;;;;;;;;;;;;
What is the Development Team responsible for? (choose the best two answers);Reporting productivity.;H;Selecting the Product Owner.;H;Organizing the work required to meet the Sprint Goal.;I;Resolving internal team conflicts.;I;;;;;;;;;;;;
What is the accountability of the Product Owner during Sprint 0? (choose the best answer);There is no such a thing as Sprint 0.;I;Make sure enough Product Backlog items are refined to fill the first 3 Sprints.;H;Create the overall release plan to ensure that organizational goals are met.;H;Gathering, eliciting, and analyzing the requirements to build the Product Backlog.;H;Determine the composition of the Scrum Team to meet the release plan.;H;;;;;;;;;;
How much time is required after a Sprint to prepare for the next Sprint? (choose the best answer);The break between Sprints is time-boxed to 1 week for 30 day Sprints, and usually less for shorter sprints.;H;Enough time for the requirements for the next Sprint to be determined and documented.;H;Enough time for the Development Team to finish the testing from the last Spring.;H;None. A new Sprint starts immediately following the end of the previous Sprint. ;I;All of the above are allowed depending on the situation.;H;;;;;;;;;;
Which two things should the Development Team do during the first Sprint? (choose the best two answers);Develop at least one piece of functionality.;I;Analyze, describe, and document the requirements for the subsequent Sprints.;H;Make up a plan for the rest of the project.;H;Create an Increment of potentially releasable software.;I;Analyze, design, and describe the complete architecture and infrastructure.;H;;;;;;;;;;
What is the Product Owner responsible for during the Sprint Retrospective? (choose the best answer);Participating as a Scrum Team member;I;The Product Owner should not take part in Sprint Retrospective;H;Capturing requirements for the Product Backlog ;H;Summarizing and reporting the discussion to the stakeholders that they represent in the Scrum Team;H;;;;;;;;;;;;
What are the two primary ways a Scrum Master keeps a Development Team working at its highest level of productivity?;By facilitating Development Team decisions;I;By removing impediments that hinder the Development Team;I;By starting and ending the meetings at the proper time;H;By keeping high value features high in the Product Backlog;H;;;;;;;;;;;;
"The CEO asks the Development Team to add a ""very important"" item to a Sprint that is in progress. What should the Development Team do? (choose the best answer)";Add the item to the current Sprint and drop an item of equal size.;H;Add the item to the current Sprint without any adjustments.;H;Inform the Product Owner so he/she can work with the CEO.;I;Add the item to the next Sprint.;H;;;;;;;;;;;;
Which of the following are true about the length of the Sprint? (choose the best two answers);The length of the Sprint should be proportional to the work that is done in between Sprints.;H;All Sprints must be 1 month or less.;I;Sprint length is determined during Sprint Planning and should hold the time it will take to code the planned features in the upcoming Sprint, but does not include time for any testing.;H;It is best to have Sprints of consistent lenght throughout a development effort.;I;Sprint length is determined during Sprint Planning and should be long enough to make sure the Development Team can deliver what is to be accomplished in the upcoming Sprint.;H;;;;;;;;;;
What two techniques could the Scrum Master use when the Scrum Teams gets caught in an internal disagreement about which development techniques apply? (choose the best two answers);"Use coaching techniques; such as, open questions and active listening.";I;Involve the complete Development Team.;I;Send every team member to the company's HR department to express their concerns.;H;Ask an external technical specialist to make decision.;H;;;;;;;;;;;;
A new developer is having continuing conflicts with existing Development Team members and creating a hostile environment. If necessary, who is responsible for removing the team member? (choose the best answer);The hiring manager is responsible, because she/he hired the developer.;H;The Product Owner is responsible, because she/he controls the return on investment (ROI).;H;The Scrum Master is responsible, because she/he removes impediments.;H;The Development Team is responsible and may need help from the Scrum Master.;I;;;;;;;;;;;;
